"GEO_ID","NAME","S2801_C01_001E","S2801_C01_001M","S2801_C01_002E","S2801_C01_002M","S2801_C01_003E","S2801_C01_003M","S2801_C01_004E","S2801_C01_004M","S2801_C01_005E","S2801_C01_005M","S2801_C01_006E","S2801_C01_006M","S2801_C01_007E","S2801_C01_007M","S2801_C01_008E","S2801_C01_008M","S2801_C01_009E","S2801_C01_009M","S2801_C01_010E","S2801_C01_010M","S2801_C01_011E","S2801_C01_011M","S2801_C01_012E","S2801_C01_012M","S2801_C01_013E","S2801_C01_013M","S2801_C01_014E","S2801_C01_014M","S2801_C01_015E","S2801_C01_015M","S2801_C01_016E","S2801_C01_016M","S2801_C01_017E","S2801_C01_017M","S2801_C01_018E","S2801_C01_018M","S2801_C01_019E","S2801_C01_019M","S2801_C01_020E","S2801_C01_020M","S2801_C01_021E","S2801_C01_021M","S2801_C01_022E","S2801_C01_022M","S2801_C01_023E","S2801_C01_023M","S2801_C01_024E","S2801_C01_024M","S2801_C01_025E","S2801_C01_025M","S2801_C01_026E","S2801_C01_026M","S2801_C01_027E","S2801_C01_027M","S2801_C01_028E","S2801_C01_028M","S2801_C01_029E","S2801_C01_029M","S2801_C01_030E","S2801_C01_030M","S2801_C01_031E","S2801_C01_031M","S2801_C02_001E","S2801_C02_001M","S2801_C02_002E","S2801_C02_002M","S2801_C02_003E","S2801_C02_003M","S2801_C02_004E","S2801_C02_004M","S2801_C02_005E","S2801_C02_005M","S2801_C02_006E","S2801_C02_006M","S2801_C02_007E","S2801_C02_007M","S2801_C02_008E","S2801_C02_008M","S2801_C02_009E","S2801_C02_009M","S2801_C02_010E","S2801_C02_010M","S2801_C02_011E","S2801_C02_011M","S2801_C02_012E","S2801_C02_012M","S2801_C02_013E","S2801_C02_013M","S2801_C02_014E","S2801_C02_014M","S2801_C02_015E","S2801_C02_015M","S2801_C02_016E","S2801_C02_016M","S2801_C02_017E","S2801_C02_017M","S2801_C02_018E","S2801_C02_018M","S2801_C02_019E","S2801_C02_019M","S2801_C02_020E","S2801_C02_020M","S2801_C02_021E","S2801_C02_021M","S2801_C02_022E","S2801_C02_022M","S2801_C02_023E","S2801_C02_023M","S2801_C02_024E","S2801_C02_024M","S2801_C02_025E","S2801_C02_025M","S2801_C02_026E","S2801_C02_026M","S2801_C02_027E","S2801_C02_027M","S2801_C02_028E","S2801_C02_028M","S2801_C02_029E","S2801_C02_029M","S2801_C02_030E","S2801_C02_030M","S2801_C02_031E","S2801_C02_031M",
"0500000US51091","Highland County, Virginia","987","108","784","96","725","91","137","56","543","101","38","28","428","84","4","6","18","15","0","13","203","110","723","94","0","13","723","94","442","87","33","33","598","94","66","34","264","119","114","58","0","13","58","35","56","48","563","115","0","13","378","81","185","109","310","76","0","13","287","78","23","18","(X)","(X)","79.4","10.0","73.5","10.0","13.9","5.8","55.0","10.1","3.9","2.8","43.4","8.5","0.4","0.7","1.8","1.5","0.0","3.7","20.6","10.0","73.3","10.4","0.0","3.7","73.3","10.4","44.8","8.5","3.3","3.4","60.6","9.8","6.7","3.6","26.7","10.4","(X)","(X)","0.0","27.4","50.9","26.4","49.1","26.4","(X)","(X)","0.0","6.4","67.1","15.4","32.9","15.4","(X)","(X)","0.0","11.4","92.6","6.1","7.4","6.1",
"0500000US51093","Isle of Wight County, Virginia","14611","327","13119","370","11222","452","733","169","12024","391","1327","267","8569","465","122","59","294","124","0","27","1492","269","11709","420","107","66","11602","413","10686","427","1739","218","8908","405","1151","203","2902","356","1562","227","0","27","850","195","712","155","5452","405","41","36","3927","359","1484","265","7597","395","66","57","6825","382","706","225","(X)","(X)","89.8","1.8","76.8","2.4","5.0","1.2","82.3","1.9","9.1","1.8","58.6","2.7","0.8","0.4","2.0","0.8","0.0","0.3","10.2","1.8","80.1","2.4","0.7","0.4","79.4","2.4","73.1","2.4","11.9","1.5","61.0","2.5","7.9","1.3","19.9","2.4","(X)","(X)","0.0","2.4","54.4","8.6","45.6","8.6","(X)","(X)","0.8","0.7","72.0","4.2","27.2","4.3","(X)","(X)","0.9","0.7","89.8","2.9","9.3","2.8",
"0500000US51095","James City County, Virginia","29681","617","28281","648","26080","596","1610","304","25324","695","1290","318","20815","668","183","92","786","157","15","23","1400","277","26535","655","104","82","26431","668","23529","723","1741","325","24169","658","1331","289","3146","444","2577","446","9","16","1680","344","888","282","9448","706","95","80","7934","658","1419","285","17656","745","0","30","16817","707","839","256","(X)","(X)","95.3","0.9","87.9","1.4","5.4","1.0","85.3","1.4","4.3","1.0","70.1","2.3","0.6","0.3","2.6","0.5","0.1","0.1","4.7","0.9","89.4","1.5","0.4","0.3","89.1","1.5","79.3","1.8","5.9","1.1","81.4","1.8","4.5","1.0","10.6","1.5","(X)","(X)","0.3","0.6","65.2","8.6","34.5","8.6","(X)","(X)","1.0","0.8","84.0","3.0","15.0","2.8","(X)","(X)","0.0","0.2","95.2","1.4","4.8","1.4",
"0500000US51097","King and Queen County, Virginia","2816","150","2275","187","1751","173","83","45","2038","191","341","136","1335","192","9","14","6","10","0","18","541","149","1918","199","16","25","1902","198","1649","212","704","155","546","155","588","162","898","158","370","125","0","18","146","82","224","100","1187","232","16","25","725","193","446","146","1259","193","0","18","1031","179","228","107","(X)","(X)","80.8","5.1","62.2","5.6","2.9","1.6","72.4","5.9","12.1","4.7","47.4","6.6","0.3","0.5","0.2","0.3","0.0","1.3","19.2","5.1","68.1","5.6","0.6","0.9","67.5","5.6","58.6","6.6","25.0","5.2","19.4","5.4","20.9","5.7","31.9","5.6","(X)","(X)","0.0","9.6","39.5","17.9","60.5","17.9","(X)","(X)","1.3","2.1","61.1","10.2","37.6","10.4","(X)","(X)","0.0","2.9","81.9","7.8","18.1","7.8",
"0500000US51099","King George County, Virginia","9387","221","8913","279","7795","341","444","114","8179","280","710","235","6600","349","23","28","110","55","0","24","474","160","8284","318","33","30","8251","322","7463","333","932","189","6547","281","859","199","1103","244","695","207","0","24","328","126","367","172","2992","299","25","24","2452","284","515","169","5700","320","8","12","5471","311","221","106","(X)","(X)","95.0","1.7","83.0","2.9","4.7","1.2","87.1","2.1","7.6","2.5","70.3","3.5","0.2","0.3","1.2","0.6","0.0","0.4","5.0","1.7","88.2","2.6","0.4","0.3","87.9","2.6","79.5","3.1","9.9","2.0","69.7","2.8","9.2","2.1","11.8","2.6","(X)","(X)","0.0","5.2","47.2","15.6","52.8","15.6","(X)","(X)","0.8","0.8","82.0","5.3","17.2","5.2","(X)","(X)","0.1","0.2","96.0","1.8","3.9","1.8",
"0500000US51101","King William County, Virginia","6393","195","5893","243","4938","233","228","98","5477","261","618","165","3792","278","113","61","111","83","0","20","500","145","4809","311","28","31","4781","307","4029","378","1941","247","1817","257","989","224","1584","282","409","115","0","20","200","82","209","82","2887","283","28","31","1983","256","876","215","3097","244","0","20","2598","298","499","213","(X)","(X)","92.2","2.3","77.2","3.1","3.6","1.5","85.7","2.8","9.7","2.5","59.3","3.8","1.8","0.9","1.7","1.3","0.0","0.6","7.8","2.3","75.2","4.3","0.4","0.5","74.8","4.3","63.0","5.5","30.4","3.8","28.4","3.8","15.5","3.5","24.8","4.3","(X)","(X)","0.0","8.8","48.9","14.2","51.1","14.2","(X)","(X)","1.0","1.1","68.7","6.4","30.3","6.5","(X)","(X)","0.0","1.2","83.9","6.7","16.1","6.7",
"0500000US51103","Lancaster County, Virginia","5287","281","4242","299","3473","260","364","109","3649","316","384","133","2705","283","28","24","117","51","0","20","1045","243","3764","292","39","45","3725","298","3250","295","886","199","2093","247","817","161","1523","273","908","179","0","20","456","144","452","117","2336","313","29","43","1471","240","836","238","2043","201","10","15","1798","203","235","100","(X)","(X)","80.2","4.3","65.7","4.6","6.9","2.1","69.0","4.7","7.3","2.4","51.2","5.6","0.5","0.4","2.2","1.0","0.0","0.7","19.8","4.3","71.2","4.7","0.7","0.9","70.5","4.7","61.5","4.8","16.8","3.5","39.6","4.6","15.5","3.0","28.8","4.7","(X)","(X)","0.0","4.0","50.2","10.7","49.8","10.7","(X)","(X)","1.2","1.8","63.0","8.2","35.8","7.9","(X)","(X)","0.5","0.8","88.0","4.8","11.5","4.8",
"0500000US51105","Lee County, Virginia","8843","656","6817","614","4636","470","637","246","5648","559","1222","253","3940","540","189","98","123","84","10","13","2026","294","4488","509","22","30","4466","506","3222","424","1117","252","2796","379","707","166","4355","514","2726","344","18","27","835","218","1873","260","4346","500","4","6","2249","324","2093","464","1771","306","0","24","1382","278","389","172","(X)","(X)","77.1","3.1","52.4","3.8","7.2","2.7","63.9","3.6","13.8","2.6","44.6","4.6","2.1","1.1","1.4","0.9","0.1","0.2","22.9","3.1","50.8","4.4","0.2","0.3","50.5","4.3","36.4","3.9","12.6","2.7","31.6","3.7","8.0","1.8","49.2","4.4","(X)","(X)","0.7","1.0","30.6","6.3","68.7","6.3","(X)","(X)","0.1","0.1","51.7","7.2","48.2","7.2","(X)","(X)","0.0","2.1","78.0","8.6","22.0","8.6",
"0500000US51107","Loudoun County, Virginia","132565","526","129847","673","124164","900","3763","500","123421","809","2750","420","107717","1255","602","169","4789","542","6","10","2718","422","126865","763","143","93","126722","767","114310","1348","7492","583","114753","1042","7822","614","5700","560","4653","432","65","78","3615","406","973","199","24216","850","42","38","21550","826","2624","428","103696","900","36","33","101557","994","2103","327","(X)","(X)","97.9","0.3","93.7","0.6","2.8","0.4","93.1","0.6","2.1","0.3","81.3","0.9","0.5","0.1","3.6","0.4","0.0","0.1","2.1","0.3","95.7","0.4","0.1","0.1","95.6","0.4","86.2","0.9","5.7","0.4","86.6","0.7","5.9","0.5","4.3","0.4","(X)","(X)","1.4","1.7","77.7","4.2","20.9","4.1","(X)","(X)","0.2","0.2","89.0","1.7","10.8","1.7","(X)","(X)","0.0","0.1","97.9","0.3","2.0","0.3",
"0500000US51109","Louisa County, Virginia","14383","403","13075","428","10705","551","737","201","11625","436","1494","285","8252","477","205","154","200","99","0","27","1308","246","11843","475","29","24","11814","475","10735","482","4059","418","4537","413","3019","436","2540","319","1963","360","0","27","750","192","1213","304","6049","498","18","17","5051","489","980","227","6371","489","11","17","6013","495","347","105","(X)","(X)","90.9","1.7","74.4","3.1","5.1","1.4","80.8","2.2","10.4","2.0","57.4","2.9","1.4","1.1","1.4","0.7","0.0","0.3","9.1","1.7","82.3","2.2","0.2","0.2","82.1","2.2","74.6","2.4","28.2","2.8","31.5","2.7","21.0","2.9","17.7","2.2","(X)","(X)","0.0","1.9","38.2","8.4","61.8","8.4","(X)","(X)","0.3","0.3","83.5","3.7","16.2","3.6","(X)","(X)","0.2","0.3","94.4","1.7","5.4","1.7",
"0500000US51111","Lunenburg County, Virginia","4472","238","3022","256","2633","262","386","119","2359","251","239","96","1869","224","62","36","47","40","0","20","1450","223","2675","264","75","54","2600","259","2134","244","560","151","1184","148","1087","207","1797","221","982","193","3","4","305","112","674","152","2348","253","42","42","1386","217","920","154","1142","187","30","32","909","169","203","101","(X)","(X)","67.6","4.6","58.9","5.2","8.6","2.7","52.8","4.6","5.3","2.1","41.8","4.6","1.4","0.8","1.1","0.9","0.0","0.8","32.4","4.6","59.8","4.7","1.7","1.2","58.1","4.7","47.7","4.6","12.5","3.3","26.5","3.2","24.3","4.3","40.2","4.7","(X)","(X)","0.3","0.4","31.1","9.0","68.6","9.1","(X)","(X)","1.8","1.8","59.0","5.7","39.2","5.8","(X)","(X)","2.6","2.7","79.6","8.4","17.8","8.3",
"0500000US51113","Madison County, Virginia","5098","225","4454","268","3713","311","264","126","3934","287","346","148","3182","283","131","102","187","110","0","20","644","175","3982","291","58","69","3924","292","3356","331","1094","278","1927","284","864","171","1116","234","594","204","19","29","308","174","267","112","2519","300","39","59","1743","250","737","221","1985","244","0","20","1873","237","112","110","(X)","(X)","87.4","3.4","72.8","5.2","5.2","2.5","77.2","4.6","6.8","2.9","62.4","4.9","2.6","2.0","3.7","2.2","0.0","0.7","12.6","3.4","78.1","4.5","1.1","1.4","77.0","4.6","65.8","5.9","21.5","5.2","37.8","5.2","16.9","3.4","21.9","4.5","(X)","(X)","3.2","5.1","51.9","18.6","44.9","18.6","(X)","(X)","1.5","2.4","69.2","7.4","29.3","7.3","(X)","(X)","0.0","1.9","94.4","5.3","5.6","5.3",
"0500000US51115","Mathews County, Virginia","3881","306","3379","320","2883","364","413","204","2841","329","309","211","1729","365","95","100","78","94","0","18","502","167","2684","305","33","52","2651","312","2064","308","468","202","1900","303","259","146","1197","264","496","158","0","18","123","86","373","145","1449","297","0","18","975","229","474","195","1936","335","33","52","1553","300","350","201","(X)","(X)","87.1","4.2","74.3","6.5","10.6","5.1","73.2","6.1","8.0","5.4","44.6","8.5","2.4","2.6","2.0","2.4","0.0","1.0","12.9","4.2","69.2","6.2","0.9","1.3","68.3","6.4","53.2","6.8","12.1","5.0","49.0","7.1","6.7","3.8","30.8","6.2","(X)","(X)","0.0","7.3","24.8","15.2","75.2","15.2","(X)","(X)","0.0","2.6","67.3","10.5","32.7","10.5","(X)","(X)","1.7","2.7","80.2","9.6","18.1","9.4",
"0500000US51117","Mecklenburg County, Virginia","12371","377","9417","379","7737","395","923","191","7903","379","984","178","5848","412","180","87","229","96","0","27","2954","340","8415","378","75","52","8340","374","7092","369","2191","273","4883","365","1636","265","3956","372","2654","319","24","29","1065","210","1565","250","5818","377","35","36","3945","361","1838","247","3899","344","16","25","3330","323","553","151","(X)","(X)","76.1","2.5","62.5","3.0","7.5","1.6","63.9","2.5","8.0","1.4","47.3","3.0","1.5","0.7","1.9","0.8","0.0","0.3","23.9","2.5","68.0","2.7","0.6","0.4","67.4","2.6","57.3","2.5","17.7","2.1","39.5","2.8","13.2","2.1","32.0","2.7","(X)","(X)","0.9","1.1","40.1","6.2","59.0","6.2","(X)","(X)","0.6","0.6","67.8","3.9","31.6","3.9","(X)","(X)","0.4","0.7","85.4","3.6","14.2","3.5",
"0500000US51119","Middlesex County, Virginia","4764","270","4002","270","3252","226","234","80","3619","280","490","142","2423","259","41","40","31","23","0","20","762","193","3363","235","14","14","3349","236","2845","261","698","160","2319","202","387","115","1401","249","754","161","0","20","194","72","560","163","2258","276","7","10","1601","207","650","225","1752","194","7","11","1554","171","191","107","(X)","(X)","84.0","3.8","68.3","4.2","4.9","1.7","76.0","3.8","10.3","2.8","50.9","4.8","0.9","0.8","0.7","0.5","0.0","0.8","16.0","3.8","70.6","4.4","0.3","0.3","70.3","4.5","59.7","5.0","14.7","3.2","48.7","4.4","8.1","2.4","29.4","4.4","(X)","(X)","0.0","4.8","25.7","9.9","74.3","9.9","(X)","(X)","0.3","0.4","70.9","8.0","28.8","8.0","(X)","(X)","0.4","0.6","88.7","5.7","10.9","5.7",
"0500000US51121","Montgomery County, Virginia","35388","662","33055","760","28926","796","1344","249","30741","765","2502","496","23284","879","233","122","789","206","0","30","2333","393","31555","741","93","64","31462","741","27302","938","3496","433","25666","808","3334","391","3833","459","6758","576","0","30","5628","524","1130","271","14783","777","40","37","12592","674","2151","393","13847","583","53","52","13242","531","552","236","(X)","(X)","93.4","1.1","81.7","1.8","3.8","0.7","86.9","1.4","7.1","1.4","65.8","2.3","0.7","0.3","2.2","0.6","0.0","0.1","6.6","1.1","89.2","1.3","0.3","0.2","88.9","1.3","77.2","2.1","9.9","1.2","72.5","1.8","9.4","1.1","10.8","1.3","(X)","(X)","0.0","0.6","83.3","3.6","16.7","3.6","(X)","(X)","0.3","0.3","85.2","2.4","14.6","2.4","(X)","(X)","0.4","0.4","95.6","1.6","4.0","1.6",
"0500000US51125","Nelson County, Virginia","6398","440","5518","393","4677","375","404","103","4819","364","569","199","2795","356","26","31","568","240","0","20","880","281","4558","346","41","53","4517","350","3967","334","1651","286","1805","285","997","190","1840","414","1041","282","0","20","407","191","634","207","2743","376","0","20","1914","288","829","288","2614","283","41","53","2196","274","377","154","(X)","(X)","86.2","4.0","73.1","4.9","6.3","1.6","75.3","4.0","8.9","2.9","43.7","5.1","0.4","0.5","8.9","3.8","0.0","0.6","13.8","4.0","71.2","5.4","0.6","0.8","70.6","5.5","62.0","5.3","25.8","4.4","28.2","4.4","15.6","3.0","28.8","5.4","(X)","(X)","0.0","3.5","39.1","13.7","60.9","13.7","(X)","(X)","0.0","1.4","69.8","8.4","30.2","8.4","(X)","(X)","1.6","2.0","84.0","5.9","14.4","5.7",
"0500000US51127","New Kent County, Virginia","8117","242","7598","346","6970","391","325","135","7169","368","253","121","5420","387","0","24","87","63","0","24","519","222","6711","337","28","37","6683","337","5904","353","928","221","5233","359","573","190","1406","290","734","253","0","24","202","103","532","232","2308","342","11","28","1760","296","537","177","5075","399","17","26","4721","405","337","136","(X)","(X)","93.6","2.8","85.9","4.0","4.0","1.7","88.3","3.1","3.1","1.5","66.8","4.2","0.0","0.5","1.1","0.8","0.0","0.5","6.4","2.8","82.7","3.5","0.3","0.5","82.3","3.5","72.7","3.6","11.4","2.7","64.5","4.0","7.1","2.4","17.3","3.5","(X)","(X)","0.0","5.0","27.5","14.2","72.5","14.2","(X)","(X)","0.5","1.2","76.3","6.7","23.3","6.6","(X)","(X)","0.3","0.5","93.0","2.8","6.6","2.7",
"0500000US51131","Northampton County, Virginia","5151","268","4496","252","3455","274","364","100","3923","269","685","176","2491","228","68","42","38","33","0","20","655","121","4073","275","30","31","4043","274","3487","297","944","174","2519","236","596","149","1078","165","954","163","0","20","435","112","519","120","2431","263","17","17","1936","263","478","136","1766","247","13","24","1672","234","81","43","(X)","(X)","87.3","2.2","67.1","4.1","7.1","1.9","76.2","3.4","13.3","3.3","48.4","4.1","1.3","0.8","0.7","0.6","0.0","0.7","12.7","2.2","79.1","3.1","0.6","0.6","78.5","3.1","67.7","4.1","18.3","3.1","48.9","3.9","11.6","2.8","20.9","3.1","(X)","(X)","0.0","3.9","45.6","8.7","54.4","8.7","(X)","(X)","0.7","0.7","79.6","5.5","19.7","5.5","(X)","(X)","0.7","1.3","94.7","2.7","4.6","2.3",
"0500000US51133","Northumberland County, Virginia","5686","407","4860","350","4390","326","342","104","4092","370","312","179","3412","336","36","37","123","72","0","20","826","212","4469","328","0","20","4469","328","3874","343","927","230","2586","308","1002","207","1217","277","820","205","0","20","425","156","395","146","2769","401","0","20","2060","299","709","260","2097","271","0","20","1984","273","113","62","(X)","(X)","85.5","3.3","77.2","4.7","6.0","1.8","72.0","4.3","5.5","3.0","60.0","5.6","0.6","0.7","2.2","1.3","0.0","0.7","14.5","3.3","78.6","4.1","0.0","0.7","78.6","4.1","68.1","4.7","16.3","3.9","45.5","4.7","17.6","3.6","21.4","4.1","(X)","(X)","0.0","4.5","51.8","13.4","48.2","13.4","(X)","(X)","0.0","1.3","74.4","7.6","25.6","7.6","(X)","(X)","0.0","1.8","94.6","3.0","5.4","3.0",
"0500000US51135","Nottoway County, Virginia","5568","319","4314","331","3420","340","318","113","3726","348","362","168","2689","347","120","87","51","51","0","20","1254","249","3821","361","37","43","3784","352","3310","356","1193","210","1976","276","801","199","1747","315","1240","247","19","21","516","198","705","160","2489","307","0","20","1745","274","744","218","1839","267","18","36","1523","249","298","150","(X)","(X)","77.5","4.2","61.4","5.0","5.7","2.0","66.9","5.1","6.5","3.0","48.3","5.5","2.2","1.5","0.9","0.9","0.0","0.7","22.5","4.2","68.6","5.3","0.7","0.8","68.0","5.2","59.4","5.6","21.4","3.6","35.5","4.6","14.4","3.5","31.4","5.3","(X)","(X)","1.5","1.7","41.6","11.2","56.9","11.3","(X)","(X)","0.0","1.5","70.1","7.6","29.9","7.6","(X)","(X)","1.0","1.9","82.8","7.8","16.2","7.6",
"0500000US51137","Orange County, Virginia","13926","308","12606","414","10315","453","644","168","11299","442","1347","345","8997","530","148","110","291","153","0","27","1320","285","11816","444","33","30","11783","442","10439","477","2519","411","7936","488","1476","304","2110","364","1595","365","12","16","847","306","736","220","5417","547","21","26","4484","544","912","236","6914","541","0","27","6452","521","462","164","(X)","(X)","90.5","2.1","74.1","3.1","4.6","1.2","81.1","2.7","9.7","2.4","64.6","3.6","1.1","0.8","2.1","1.1","0.0","0.3","9.5","2.1","84.8","2.6","0.2","0.2","84.6","2.6","75.0","3.1","18.1","2.9","57.0","3.2","10.6","2.2","15.2","2.6","(X)","(X)","0.8","1.0","53.1","12.1","46.1","12.0","(X)","(X)","0.4","0.5","82.8","4.3","16.8","4.3","(X)","(X)","0.0","0.5","93.3","2.3","6.7","2.3",
"0500000US51139","Page County, Virginia","9413","346","7359","358","5951","379","944","236","5827","358","850","178","4263","365","120","70","93","46","0","24","2054","289","6798","390","24","23","6774","390","5218","372","1168","222","4904","409","965","181","2615","333","1456","263","11","17","463","125","982","212","5029","396","7","11","3755","384","1267","252","2928","306","6","9","2556","293","366","156","(X)","(X)","78.2","2.9","63.2","3.4","10.0","2.5","61.9","3.2","9.0","1.9","45.3","3.2","1.3","0.7","1.0","0.5","0.0","0.4","21.8","2.9","72.2","3.3","0.3","0.2","72.0","3.3","55.4","3.2","12.4","2.4","52.1","3.7","10.3","1.9","27.8","3.3","(X)","(X)","0.8","1.2","31.8","6.9","67.4","7.0","(X)","(X)","0.1","0.2","74.7","4.7","25.2","4.7","(X)","(X)","0.2","0.3","87.3","5.0","12.5","5.0",
"0500000US51141","Patrick County, Virginia","7830","325","6255","360","4994","352","711","188","5095","359","931","205","3511","368","99","76","153","108","0","20","1575","283","5554","350","86","49","5468","360","3788","362","823","191","3757","383","973","232","2276","316","1627","268","8","13","836","203","783","204","4083","393","78","47","2807","350","1198","252","2120","317","0","20","1825","276","295","146","(X)","(X)","79.9","3.4","63.8","3.9","9.1","2.4","65.1","3.8","11.9","2.5","44.8","4.5","1.3","1.0","2.0","1.4","0.0","0.5","20.1","3.4","70.9","3.7","1.1","0.6","69.8","3.9","48.4","4.5","10.5","2.5","48.0","4.3","12.4","2.9","29.1","3.7","(X)","(X)","0.5","0.8","51.4","9.5","48.1","9.6","(X)","(X)","1.9","1.2","68.7","5.5","29.3","5.3","(X)","(X)","0.0","1.8","86.1","6.1","13.9","6.1",
"0500000US51143","Pittsylvania County, Virginia","26205","475","22041","550","16743","555","1901","213","18962","577","3490","342","12906","585","383","133","1046","393","0","30","4164","425","19419","596","172","78","19247","590","16582","584","5607","549","11138","589","2780","391","6786","508","5009","542","18","25","2584","405","2407","369","13386","647","108","56","9847","610","3431","327","7810","558","46","39","6816","529","948","239","(X)","(X)","84.1","1.6","63.9","1.9","7.3","0.8","72.4","1.8","13.3","1.3","49.3","2.0","1.5","0.5","4.0","1.5","0.0","0.1","15.9","1.6","74.1","1.9","0.7","0.3","73.4","1.9","63.3","2.0","21.4","2.1","42.5","2.0","10.6","1.5","25.9","1.9","(X)","(X)","0.4","0.5","51.6","5.6","48.1","5.6","(X)","(X)","0.8","0.4","73.6","2.3","25.6","2.3","(X)","(X)","0.6","0.5","87.3","2.9","12.1","2.9",
"0500000US51145","Powhatan County, Virginia","10392","284","9944","320","8895","412","480","165","9108","367","627","247","7295","473","61","66","141","73","0","24","448","180","9466","351","47","45","9419","350","8462","415","1084","246","7539","361","899","243","926","268","449","162","0","24","408","155","41","42","3361","386","47","45","2623","345","691","246","6582","353","0","24","6388","361","194","111","(X)","(X)","95.7","1.7","85.6","3.0","4.6","1.6","87.6","2.4","6.0","2.4","70.2","3.8","0.6","0.6","1.4","0.7","0.0","0.4","4.3","1.7","91.1","2.5","0.5","0.4","90.6","2.6","81.4","3.2","10.4","2.3","72.5","2.9","8.7","2.3","8.9","2.5","(X)","(X)","0.0","8.0","90.9","9.1","9.1","9.1","(X)","(X)","1.4","1.3","78.0","6.5","20.6","6.6","(X)","(X)","0.0","0.6","97.1","1.7","2.9","1.7",
"0500000US51147","Prince Edward County, Virginia","7394","368","5777","414","4715","401","534","163","4707","420","565","176","3458","367","237","145","82","59","0","24","1617","293","5192","361","17","21","5175","361","4213","415","1425","302","2908","358","832","192","2202","315","1690","334","12","20","879","258","799","203","3587","311","5","8","2437","284","1145","286","2117","287","0","24","1859","288","258","125","(X)","(X)","78.1","3.8","63.8","4.3","7.2","2.2","63.7","4.3","7.6","2.3","46.8","4.4","3.2","2.0","1.1","0.8","0.0","0.5","21.9","3.8","70.2","3.8","0.2","0.3","70.0","3.9","57.0","4.6","19.3","4.0","39.3","4.4","11.3","2.7","29.8","3.8","(X)","(X)","0.7","1.2","52.0","9.7","47.3","9.5","(X)","(X)","0.1","0.2","67.9","6.9","31.9","6.9","(X)","(X)","0.0","1.8","87.8","5.8","12.2","5.8",
"0500000US51149","Prince George County, Virginia","11763","258","11050","305","9824","334","650","175","10124","348","731","217","7928","413","18","24","172","91","0","27","713","173","10380","372","10","18","10370","371","9433","371","2279","348","7094","456","1327","272","1383","262","960","239","0","27","704","220","256","105","4911","412","0","27","4082","380","829","208","5892","416","10","18","5584","421","298","102","(X)","(X)","93.9","1.5","83.5","2.2","5.5","1.5","86.1","2.3","6.2","1.8","67.4","3.0","0.2","0.2","1.5","0.8","0.0","0.3","6.1","1.5","88.2","2.3","0.1","0.2","88.2","2.2","80.2","2.7","19.4","3.0","60.3","3.4","11.3","2.3","11.8","2.3","(X)","(X)","0.0","3.8","73.3","10.4","26.7","10.4","(X)","(X)","0.0","0.8","83.1","3.9","16.9","3.9","(X)","(X)","0.2","0.3","94.8","1.8","5.1","1.7",
"0500000US51153","Prince William County, Virginia","144159","718","141082","806","129589","1229","4757","442","133527","953","6283","696","111322","1299","399","118","4816","630","25","38","3077","451","137726","912","260","164","137466","941","128809","1100","8520","646","126629","1061","7539","730","6433","667","7090","725","16","19","5561","597","1513","341","37787","1104","81","47","35019","1082","2687","367","99282","1077","163","153","96886","1121","2233","413","(X)","(X)","97.9","0.3","89.9","0.7","3.3","0.3","92.6","0.5","4.4","0.5","77.2","0.8","0.3","0.1","3.3","0.4","0.0","0.1","2.1","0.3","95.5","0.5","0.2","0.1","95.4","0.5","89.4","0.6","5.9","0.4","87.8","0.6","5.2","0.5","4.5","0.5","(X)","(X)","0.2","0.3","78.4","4.0","21.3","4.0","(X)","(X)","0.2","0.1","92.7","1.0","7.1","0.9","(X)","(X)","0.2","0.2","97.6","0.4","2.2","0.4",
"0500000US51155","Pulaski County, Virginia","14666","432","12491","532","9664","596","1011","212","10774","550","1842","321","7253","497","387","210","262","107","0","27","2175","340","10596","543","90","56","10506","551","8631","552","2159","361","7021","440","1433","274","4070","432","2583","399","0","27","1197","329","1386","308","7692","518","90","56","5265","451","2337","340","4391","438","0","27","4044","433","347","143","(X)","(X)","85.2","2.3","65.9","3.4","6.9","1.4","73.5","2.9","12.6","2.2","49.5","3.0","2.6","1.4","1.8","0.7","0.0","0.3","14.8","2.3","72.2","2.9","0.6","0.4","71.6","3.0","58.9","3.1","14.7","2.3","47.9","2.9","9.8","1.8","27.8","2.9","(X)","(X)","0.0","1.4","46.3","9.7","53.7","9.7","(X)","(X)","1.2","0.7","68.4","3.9","30.4","3.7","(X)","(X)","0.0","0.8","92.1","3.2","7.9","3.2",
"0500000US51157","Rappahannock County, Virginia","2827","202","2603","208","2299","192","303","105","2046","210","180","83","1703","195","0","18","150","91","0","18","224","74","2347","223","13","15","2334","224","1809","219","285","108","1219","181","899","179","480","125","285","102","0","18","131","67","154","81","928","166","8","13","705","148","215","77","1614","198","5","8","1498","207","111","62","(X)","(X)","92.1","2.7","81.3","3.9","10.7","3.6","72.4","5.3","6.4","2.9","60.2","5.1","0.0","1.3","5.3","3.2","0.0","1.3","7.9","2.7","83.0","4.5","0.5","0.5","82.6","4.5","64.0","5.8","10.1","3.7","43.1","6.0","31.8","5.6","17.0","4.5","(X)","(X)","0.0","12.3","46.0","18.8","54.0","18.8","(X)","(X)","0.9","1.4","76.0","7.2","23.2","7.3","(X)","(X)","0.3","0.5","92.8","4.0","6.9","4.0",
